Batch Name,Number of Ballots
CLINTON COUNTY GREENBUSH TOWNSHIP 00001,500
CLINTON COUNTY LEBANON TOWNSHIP 00001,124
CLINTON COUNTY OLIVE TOWNSHIP 00001,596
CLINTON COUNTY OVID CITY 00001,303
CLINTON COUNTY OVID TOWNSHIP 00001,500
CLINTON COUNTY RILEY TOWNSHIP 00001,459
CLINTON COUNTY ST JOHNS CITY 00001,607
CLINTON COUNTY ST JOHNS CITY 00002,642
CLINTON COUNTY ST JOHNS CITY 00003,515
CLINTON COUNTY VICTOR TOWNSHIP 00001,814
CLINTON COUNTY WATERTOWN TOWNSHIP 00001,605
CLINTON COUNTY WATERTOWN TOWNSHIP 00002,725
CLINTON COUNTY WESTPHALIA TOWNSHIP 00001,507
CRAWFORD COUNTY BEAVER CREEK TOWNSHIP 00001,419
CRAWFORD COUNTY FREDERIC TOWNSHIP 00001,380
CRAWFORD COUNTY GRAYLING CITY 00001,414
CRAWFORD COUNTY GRAYLING CHARTER TOWNSHIP 00302,107
CRAWFORD COUNTY GRAYLING CHARTER TOWNSHIP 00304,511
CRAWFORD COUNTY GRAYLING CHARTER TOWNSHIP 00305,515
CRAWFORD COUNTY GRAYLING CHARTER TOWNSHIP 00306,329
CRAWFORD COUNTY LOVELLS TOWNSHIP 00001,165
CRAWFORD COUNTY MAPLE FOREST TOWNSHIP 00501,175
CRAWFORD COUNTY SOUTH BRANCH TOWNSHIP 00001,470
DELTA COUNTY BALDWIN TOWNSHIP 00001,179
DELTA COUNTY BARK RIVER TOWNSHIP 00001,382
DELTA COUNTY BAY DE NOC TOWNSHIP 00001,90
DELTA COUNTY BRAMPTON TOWNSHIP 00001,277
DELTA COUNTY CORNELL TOWNSHIP 00001,131
DELTA COUNTY ENSIGN TOWNSHIP 00001,202
DELTA COUNTY ESCANABA CITY 00001,715
DELTA COUNTY ESCANABA CITY 00002,851
DELTA COUNTY ESCANABA CITY 00003,845
DELTA COUNTY ESCANABA CITY 00004,411
DELTA COUNTY ESCANABA TOWNSHIP 00001,533
DELTA COUNTY ESCANABA TOWNSHIP 00002,173
DELTA COUNTY ESCANABA TOWNSHIP 00003,136
DELTA COUNTY FAIRBANKS TOWNSHIP 00001,82
DELTA COUNTY FORD RIVER TOWNSHIP 00001,516
DELTA COUNTY GARDEN TOWNSHIP 00001,212
DELTA COUNTY GLADSTONE CITY 00001,624
DELTA COUNTY GLADSTONE CITY 00002,652
DELTA COUNTY MAPLE RIDGE TOWNSHIP 00001,179
DELTA COUNTY MASONVILLE TOWNSHIP 00001,431
DELTA COUNTY NAHMA TOWNSHIP 00001,132
DELTA COUNTY WELLS TOWNSHIP 00001,392
DELTA COUNTY WELLS TOWNSHIP 00002,755
DICKINSON COUNTY BREEN TOWNSHIP 00001,112
DICKINSON COUNTY BREITUNG TOWNSHIP 00001,436
DICKINSON COUNTY BREITUNG TOWNSHIP 00002,361
DICKINSON COUNTY BREITUNG TOWNSHIP 00003,683
DICKINSON COUNTY FELCH TOWNSHIP 00001,171
DICKINSON COUNTY IRON MOUNTAIN CITY 01003,655
DICKINSON COUNTY IRON MOUNTAIN CITY 02002,667
DICKINSON COUNTY IRON MOUNTAIN CITY 03002,646
DICKINSON COUNTY KINGSFORD CITY 00001,539
DICKINSON COUNTY KINGSFORD CITY 00002,716
DICKINSON COUNTY NORWAY CITY 00001,808
DICKINSON COUNTY NORWAY TOWNSHIP 00001,387
DICKINSON COUNTY SAGOLA TOWNSHIP 00001,290
DICKINSON COUNTY WAUCEDAH TOWNSHIP 00001,221
DICKINSON COUNTY WEST BRANCH TOWNSHIP 00001,16
EATON COUNTY BELLEVUE TOWNSHIP 00001,701
EATON COUNTY BENTON TOWNSHIP 00001,677
EATON COUNTY BROOKFIELD TOWNSHIP 00001,335
EATON COUNTY CARMEL TOWNSHIP 00001,650
EATON COUNTY CHARLOTTE CITY 01001,579
EATON COUNTY CHARLOTTE CITY 01002,395
EATON COUNTY CHARLOTTE CITY 02001,462
EATON COUNTY CHARLOTTE CITY 02002,509
EATON COUNTY CHESTER TOWNSHIP 00001,367
EATON COUNTY DELTA CHARTER TOWNSHIP 00001,452
EATON COUNTY DELTA CHARTER TOWNSHIP 00002,738
EATON COUNTY DELTA CHARTER TOWNSHIP 00003,465
EATON COUNTY DELTA CHARTER TOWNSHIP 00004,605
EATON COUNTY DELTA CHARTER TOWNSHIP 00005,580
EATON COUNTY DELTA CHARTER TOWNSHIP 00006,573
EATON COUNTY DELTA CHARTER TOWNSHIP 00007,433
EATON COUNTY DELTA CHARTER TOWNSHIP 00008,528
EATON COUNTY DELTA CHARTER TOWNSHIP 00009,393
EATON COUNTY DELTA CHARTER TOWNSHIP 00010,539
EATON COUNTY DELTA CHARTER TOWNSHIP 00011,343
EATON COUNTY DELTA CHARTER TOWNSHIP 00012,544
EATON COUNTY DELTA CHARTER TOWNSHIP 00013,412
EATON COUNTY DELTA CHARTER TOWNSHIP 00014,504
EATON COUNTY DELTA CHARTER TOWNSHIP 00015,382
EATON COUNTY DELTA CHARTER TOWNSHIP 00016,345
EATON COUNTY EATON TOWNSHIP 00001,518
EATON COUNTY EATON TOWNSHIP 00002,445
EATON COUNTY EATON RAPIDS CITY 00001,386
EATON COUNTY EATON RAPIDS CITY 00002,397
EATON COUNTY EATON RAPIDS CITY 00003,452
EATON COUNTY EATON RAPIDS TOWNSHIP 00001,407
EATON COUNTY EATON RAPIDS TOWNSHIP 00002,536
EATON COUNTY GRAND LEDGE CITY 00001,587
EATON COUNTY GRAND LEDGE CITY 00002,571
EATON COUNTY GRAND LEDGE CITY 00003,399
EATON COUNTY GRAND LEDGE CITY 00004,282
EATON COUNTY HAMLIN TOWNSHIP 00001,790
EATON COUNTY KALAMO TOWNSHIP 00001,376
EATON COUNTY LANSING CITY 03022,378
EATON COUNTY LANSING CITY 03023,690
EATON COUNTY OLIVET CITY 00001,229
EATON COUNTY ONEIDA CHARTER TOWNSHIP 00001,611
EATON COUNTY ONEIDA CHARTER TOWNSHIP 00002,347
EATON COUNTY POTTERVILLE CITY 00001,617
EATON COUNTY ROXAND TOWNSHIP 00001,401
EATON COUNTY SUNFIELD TOWNSHIP 00001,486
EATON COUNTY VERMONTVILLE TOWNSHIP 00001,458
EATON COUNTY WALTON TOWNSHIP 00001,506
EATON COUNTY WINDSOR CHARTER TOWNSHIP 00001,547
EATON COUNTY WINDSOR CHARTER TOWNSHIP 00002,590
EATON COUNTY WINDSOR CHARTER TOWNSHIP 00003,548
EMMET COUNTY BEAR CREEK TOWNSHIP 00001,770
EMMET COUNTY BEAR CREEK TOWNSHIP 00002,867
EMMET COUNTY BLISS TOWNSHIP 00001,152
EMMET COUNTY CARP LAKE TOWNSHIP 00001,201
EMMET COUNTY CENTER TOWNSHIP 00005,132
EMMET COUNTY CROSS VILLAGE TOWNSHIP 00001,77
EMMET COUNTY FRIENDSHIP TOWNSHIP 00001,244
EMMET COUNTY HARBOR SPRINGS CITY 00001,364
EMMET COUNTY LITTLEFIELD TOWNSHIP 00001,775
EMMET COUNTY LITTLE TRAVERSE TOWNSHIP 00001,717
EMMET COUNTY MCKINLEY TOWNSHIP 00001,315
EMMET COUNTY MAPLE RIVER TOWNSHIP 00001,305
EMMET COUNTY PETOSKEY CITY 01001,329
EMMET COUNTY PETOSKEY CITY 02001,343
EMMET COUNTY PETOSKEY CITY 03001,486
EMMET COUNTY PETOSKEY CITY 04001,366
EMMET COUNTY PLEASANTVIEW TOWNSHIP 00001,248
EMMET COUNTY READMOND TOWNSHIP 00001,165
EMMET COUNTY RESORT TOWNSHIP 00014,740
EMMET COUNTY SPRINGVALE TOWNSHIP 00001,527
EMMET COUNTY WAWATAM TOWNSHIP 00001,179
EMMET COUNTY WEST TRAVERSE TOWNSHIP 00001,519
GENESEE COUNTY ARGENTINE TOWNSHIP 00001,700
GENESEE COUNTY ARGENTINE TOWNSHIP 00002,732
GENESEE COUNTY ARGENTINE TOWNSHIP 00003,201
GENESEE COUNTY ATLAS TOWNSHIP 00001,571
GENESEE COUNTY ATLAS TOWNSHIP 00002,335
GENESEE COUNTY ATLAS TOWNSHIP 00003,601
GENESEE COUNTY ATLAS TOWNSHIP 00004,433
GENESEE COUNTY BURTON CITY 00001,626
GENESEE COUNTY BURTON CITY 00002,622
GENESEE COUNTY BURTON CITY 00003,779
GENESEE COUNTY BURTON CITY 00004,745
GENESEE COUNTY BURTON CITY 00005,495
GENESEE COUNTY BURTON CITY 00006,594
GENESEE COUNTY BURTON CITY 00007,660
GENESEE COUNTY BURTON CITY 00008,637
GENESEE COUNTY BURTON CITY 00009,293
GENESEE COUNTY BURTON CITY 00010,835
GENESEE COUNTY BURTON CITY 00011,464
GENESEE COUNTY BURTON CITY 00012,507
GENESEE COUNTY CLAYTON TOWNSHIP 00001,593
GENESEE COUNTY CLAYTON TOWNSHIP 00002,496
GENESEE COUNTY CLAYTON TOWNSHIP 00003,340
GENESEE COUNTY CLAYTON TOWNSHIP 00004,363
GENESEE COUNTY CLIO CITY 00001,608
GENESEE COUNTY DAVISON CITY 00001,304
GENESEE COUNTY DAVISON CITY 00002,309
GENESEE COUNTY DAVISON CITY 00003,365
GENESEE COUNTY DAVISON CITY 00004,302
GENESEE COUNTY DAVISON TOWNSHIP 00001,633
GENESEE COUNTY DAVISON TOWNSHIP 00002,556
GENESEE COUNTY DAVISON TOWNSHIP 00003,430
GENESEE COUNTY DAVISON TOWNSHIP 00004,601
GENESEE COUNTY DAVISON TOWNSHIP 00005,595
GENESEE COUNTY DAVISON TOWNSHIP 00006,692
GENESEE COUNTY DAVISON TOWNSHIP 00007,460
GENESEE COUNTY DAVISON TOWNSHIP 00008,330
GENESEE COUNTY DAVISON TOWNSHIP 00009,506
GENESEE COUNTY FENTON CITY 00001,621
GENESEE COUNTY FENTON CITY 00002,563
GENESEE COUNTY FENTON CITY 00003,472
GENESEE COUNTY FENTON CITY 00004,685
GENESEE COUNTY FENTON CITY 00005,592
GENESEE COUNTY FENTON TOWNSHIP 00001,751
GENESEE COUNTY FENTON TOWNSHIP 00002,777
GENESEE COUNTY FENTON TOWNSHIP 00003,647
GENESEE COUNTY FENTON TOWNSHIP 00004,593
GENESEE COUNTY FENTON TOWNSHIP 00005,631
GENESEE COUNTY FENTON TOWNSHIP 00006,758
GENESEE COUNTY FLINT CITY 01001,518
GENESEE COUNTY FLINT CITY 01002,495
GENESEE COUNTY FLINT CITY 01003,247
GENESEE COUNTY FLINT CITY 01004,557
GENESEE COUNTY FLINT CITY 01005,421
GENESEE COUNTY FLINT CITY 01006,444
GENESEE COUNTY FLINT CITY 02007,193
GENESEE COUNTY FLINT CITY 02008,424
GENESEE COUNTY FLINT CITY 02009,268
GENESEE COUNTY FLINT CITY 02010,373
GENESEE COUNTY FLINT CITY 02011,350
GENESEE COUNTY FLINT CITY 02012,332
GENESEE COUNTY FLINT CITY 02013,32
GENESEE COUNTY FLINT CITY 02014,391
GENESEE COUNTY FLINT CITY 03015,190
GENESEE COUNTY FLINT CITY 03016,493
GENESEE COUNTY FLINT CITY 03017,293
GENESEE COUNTY FLINT CITY 03018,186
GENESEE COUNTY FLINT CITY 03019,263
GENESEE COUNTY FLINT CITY 03020,371
GENESEE COUNTY FLINT CITY 03021,380
GENESEE COUNTY FLINT CITY 04022,595
GENESEE COUNTY FLINT CITY 04023,348
GENESEE COUNTY FLINT CITY 04024,366
GENESEE COUNTY FLINT CITY 04025,543
GENESEE COUNTY FLINT CITY 04026,308
GENESEE COUNTY FLINT CITY 04027,70
GENESEE COUNTY FLINT CITY 05028,415
GENESEE COUNTY FLINT CITY 05029,593
GENESEE COUNTY FLINT CITY 05030,63
GENESEE COUNTY FLINT CITY 05031,449
GENESEE COUNTY FLINT CITY 05032,225
GENESEE COUNTY FLINT CITY 05033,99
GENESEE COUNTY FLINT CITY 05034,61
GENESEE COUNTY FLINT CITY 05035,88
GENESEE COUNTY FLINT CITY 05036,28
GENESEE COUNTY FLINT CITY 05037,316
GENESEE COUNTY FLINT CITY 05038,105
GENESEE COUNTY FLINT CITY 06039,362
GENESEE COUNTY FLINT CITY 06040,532
GENESEE COUNTY FLINT CITY 06041,358
GENESEE COUNTY FLINT CITY 06042,413
GENESEE COUNTY FLINT CITY 06043,167
GENESEE COUNTY FLINT CITY 06044,431
GENESEE COUNTY FLINT CITY 07045,666
GENESEE COUNTY FLINT CITY 07046,380
GENESEE COUNTY FLINT CITY 07047,197
GENESEE COUNTY FLINT CITY 07048,408
GENESEE COUNTY FLINT CITY 07049,644
GENESEE COUNTY FLINT CITY 07050,554
GENESEE COUNTY FLINT CITY 08051,448
GENESEE COUNTY FLINT CITY 08052,540
GENESEE COUNTY FLINT CITY 08053,473
GENESEE COUNTY FLINT CITY 08054,159
GENESEE COUNTY FLINT CITY 08055,523
GENESEE COUNTY FLINT CITY 08056,650
GENESEE COUNTY FLINT CITY 09057,653
GENESEE COUNTY FLINT CITY 09058,536
GENESEE COUNTY FLINT CITY 09059,308
GENESEE COUNTY FLINT CITY 09060,605
GENESEE COUNTY FLINT CITY 09061,415
GENESEE COUNTY FLINT TOWNSHIP 00001,568
GENESEE COUNTY FLINT TOWNSHIP 00002,426
GENESEE COUNTY FLINT TOWNSHIP 00003,665
GENESEE COUNTY FLINT TOWNSHIP 00004,698
GENESEE COUNTY FLINT TOWNSHIP 00005,621
GENESEE COUNTY FLINT TOWNSHIP 00006,862
GENESEE COUNTY FLINT TOWNSHIP 00007,577
GENESEE COUNTY FLINT TOWNSHIP 00008,56
GENESEE COUNTY FLINT TOWNSHIP 00009,784
GENESEE COUNTY FLINT TOWNSHIP 00010,328
GENESEE COUNTY FLINT TOWNSHIP 00011,332
GENESEE COUNTY FLINT TOWNSHIP 00012,470
GENESEE COUNTY FLINT TOWNSHIP 00013,307
GENESEE COUNTY FLINT TOWNSHIP 00014,549
GENESEE COUNTY FLINT TOWNSHIP 00015,500
GENESEE COUNTY FLUSHING CITY 00001,327
GENESEE COUNTY FLUSHING CITY 00002,347
GENESEE COUNTY FLUSHING CITY 00003,428
GENESEE COUNTY FLUSHING CITY 00004,435
GENESEE COUNTY FLUSHING CITY 00005,492
GENESEE COUNTY FLUSHING TOWNSHIP 00001,604
GENESEE COUNTY FLUSHING TOWNSHIP 00002,509
GENESEE COUNTY FLUSHING TOWNSHIP 00003,762
GENESEE COUNTY FLUSHING TOWNSHIP 00004,611
GENESEE COUNTY FLUSHING TOWNSHIP 00005,190
GENESEE COUNTY FOREST TOWNSHIP 00001,285
GENESEE COUNTY FOREST TOWNSHIP 00002,475
GENESEE COUNTY FOREST TOWNSHIP 00003,357
GENESEE COUNTY GAINES TOWNSHIP 00001,474
GENESEE COUNTY GAINES TOWNSHIP 00002,343
GENESEE COUNTY GAINES TOWNSHIP 00003,249
GENESEE COUNTY GAINES TOWNSHIP 00004,531
GENESEE COUNTY GENESEE TOWNSHIP 00001,435
GENESEE COUNTY GENESEE TOWNSHIP 00002,443
GENESEE COUNTY GENESEE TOWNSHIP 00003,430
GENESEE COUNTY GENESEE TOWNSHIP 00004,607
GENESEE COUNTY GENESEE TOWNSHIP 00005,374
GENESEE COUNTY GENESEE TOWNSHIP 00006,701
GENESEE COUNTY GENESEE TOWNSHIP 00007,491
GENESEE COUNTY GENESEE TOWNSHIP 00008,725
GENESEE COUNTY GENESEE TOWNSHIP 00009,634
GENESEE COUNTY GRAND BLANC CITY 00001,371
GENESEE COUNTY GRAND BLANC CITY 00002,454
GENESEE COUNTY GRAND BLANC CITY 00003,458
GENESEE COUNTY GRAND BLANC CITY 00004,609
GENESEE COUNTY GRAND BLANC TOWNSHIP 00001,665
GENESEE COUNTY GRAND BLANC TOWNSHIP 00002,447
GENESEE COUNTY GRAND BLANC TOWNSHIP 00003,443
GENESEE COUNTY GRAND BLANC TOWNSHIP 00004,597
GENESEE COUNTY GRAND BLANC TOWNSHIP 00005,374
GENESEE COUNTY GRAND BLANC TOWNSHIP 00006,710
GENESEE COUNTY GRAND BLANC TOWNSHIP 00007,374
GENESEE COUNTY GRAND BLANC TOWNSHIP 00008,674
GENESEE COUNTY GRAND BLANC TOWNSHIP 00009,629
GENESEE COUNTY GRAND BLANC TOWNSHIP 00010,389
GENESEE COUNTY GRAND BLANC TOWNSHIP 00011,461
GENESEE COUNTY GRAND BLANC TOWNSHIP 00012,499
GENESEE COUNTY GRAND BLANC TOWNSHIP 00013,440
GENESEE COUNTY GRAND BLANC TOWNSHIP 00014,683
GENESEE COUNTY GRAND BLANC TOWNSHIP 00015,625
GENESEE COUNTY GRAND BLANC TOWNSHIP 00016,443
GENESEE COUNTY GRAND BLANC TOWNSHIP 00017,632
GENESEE COUNTY LINDEN CITY 00001,384
GENESEE COUNTY LINDEN CITY 00002,556
GENESEE COUNTY MONTROSE CITY 00001,396
GENESEE COUNTY MONTROSE TOWNSHIP 00001,333
GENESEE COUNTY MONTROSE TOWNSHIP 00002,316
GENESEE COUNTY MONTROSE TOWNSHIP 00003,396
GENESEE COUNTY MONTROSE TOWNSHIP 00004,383
GENESEE COUNTY MOUNT MORRIS CITY 00001,284
GENESEE COUNTY MOUNT MORRIS CITY 00002,446
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00001,322
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00002,456
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00003,460
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00004,622
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00005,368
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00006,623
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00007,455
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00008,389
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00009,679
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00010,354
GENESEE COUNTY MOUNT MORRIS TOWNSHIP 00011,421
GENESEE COUNTY MUNDY TOWNSHIP 00001,674
GENESEE COUNTY MUNDY TOWNSHIP 00002,429
GENESEE COUNTY MUNDY TOWNSHIP 00003,400
GENESEE COUNTY MUNDY TOWNSHIP 00004,381
GENESEE COUNTY MUNDY TOWNSHIP 00005,221
GENESEE COUNTY MUNDY TOWNSHIP 00006,480
GENESEE COUNTY MUNDY TOWNSHIP 00007,443
GENESEE COUNTY MUNDY TOWNSHIP 00008,385
GENESEE COUNTY MUNDY TOWNSHIP 00009,303
GENESEE COUNTY RICHFIELD TOWNSHIP 00001,619
GENESEE COUNTY RICHFIELD TOWNSHIP 00002,789
GENESEE COUNTY RICHFIELD TOWNSHIP 00003,748
GENESEE COUNTY SWARTZ CREEK CITY 00001,322
GENESEE COUNTY SWARTZ CREEK CITY 00002,405
GENESEE COUNTY SWARTZ CREEK CITY 00003,305
GENESEE COUNTY SWARTZ CREEK CITY 00004,379
GENESEE COUNTY THETFORD TOWNSHIP 00001,489
GENESEE COUNTY THETFORD TOWNSHIP 00002,237
GENESEE COUNTY THETFORD TOWNSHIP 00003,414
GENESEE COUNTY THETFORD TOWNSHIP 00004,488
GENESEE COUNTY VIENNA TOWNSHIP 00001,678
GENESEE COUNTY VIENNA TOWNSHIP 00002,591
GENESEE COUNTY VIENNA TOWNSHIP 00003,827
GENESEE COUNTY VIENNA TOWNSHIP 00004,612
GENESEE COUNTY VIENNA TOWNSHIP 00005,433
GLADWIN COUNTY BEAVERTON CITY 00001,304
GLADWIN COUNTY BEAVERTON TOWNSHIP 00001,450
GLADWIN COUNTY BENTLEY TOWNSHIP 00001,197
GLADWIN COUNTY BILLINGS TOWNSHIP 00001,634
GLADWIN COUNTY BOURRET TOWNSHIP 00001,110
GLADWIN COUNTY BUCKEYE TOWNSHIP 00001,340
GLADWIN COUNTY BUTMAN TOWNSHIP 00001,577
GLADWIN COUNTY CLEMENT TOWNSHIP 00001,241
GLADWIN COUNTY GLADWIN CITY 00001,362
GLADWIN COUNTY GLADWIN CITY 00002,333
GLADWIN COUNTY GLADWIN TOWNSHIP 00001,195
GLADWIN COUNTY GRIM TOWNSHIP 00001,31
GLADWIN COUNTY GROUT TOWNSHIP 00001,387
GLADWIN COUNTY HAY TOWNSHIP 00001,339
GLADWIN COUNTY SAGE TOWNSHIP 00001,578
GLADWIN COUNTY SECORD TOWNSHIP 00001,325
GLADWIN COUNTY SHERMAN TOWNSHIP 00001,254
GLADWIN COUNTY TOBACCO TOWNSHIP 00001,664
GOGEBIC COUNTY BESSEMER CITY 00001,525
GOGEBIC COUNTY BESSEMER TOWNSHIP 00001,334
GOGEBIC COUNTY ERWIN TOWNSHIP 00001,91
GOGEBIC COUNTY IRONWOOD CITY 00001,639
GOGEBIC COUNTY IRONWOOD CITY 00002,641
GOGEBIC COUNTY IRONWOOD CITY 00003,223
GOGEBIC COUNTY IRONWOOD TOWNSHIP 00001,641
GOGEBIC COUNTY MARENISCO TOWNSHIP 00001,177
GOGEBIC COUNTY WAKEFIELD CITY 00001,424
GOGEBIC COUNTY WAKEFIELD TOWNSHIP 00001,81
GOGEBIC COUNTY WATERSMEET TOWNSHIP 00001,467
GRAND TRAVERSE COUNTY ACME TOWNSHIP 00001,738
GRAND TRAVERSE COUNTY ACME TOWNSHIP 00002,408
GRAND TRAVERSE COUNTY BLAIR TOWNSHIP 00001,444
GRAND TRAVERSE COUNTY BLAIR TOWNSHIP 00002,627
GRAND TRAVERSE COUNTY BLAIR TOWNSHIP 00003,440
GRAND TRAVERSE COUNTY BLAIR TOWNSHIP 00004,465
GRAND TRAVERSE COUNTY EAST BAY TOWNSHIP 00001,546
GRAND TRAVERSE COUNTY EAST BAY TOWNSHIP 00002,897
GRAND TRAVERSE COUNTY EAST BAY TOWNSHIP 00003,638
GRAND TRAVERSE COUNTY EAST BAY TOWNSHIP 00004,836
GRAND TRAVERSE COUNTY FIFE LAKE TOWNSHIP 00001,392
GRAND TRAVERSE COUNTY GARFIELD TOWNSHIP 00001,718
GRAND TRAVERSE COUNTY GARFIELD TOWNSHIP 00002,857
GRAND TRAVERSE COUNTY GARFIELD TOWNSHIP 00003,864
GRAND TRAVERSE COUNTY GARFIELD TOWNSHIP 00004,841
GRAND TRAVERSE COUNTY GARFIELD TOWNSHIP 00005,749
GRAND TRAVERSE COUNTY GARFIELD TOWNSHIP 00006,701
GRAND TRAVERSE COUNTY GRANT TOWNSHIP 00001,299
GRAND TRAVERSE COUNTY GREEN LAKE TOWNSHIP 00001,640
GRAND TRAVERSE COUNTY GREEN LAKE TOWNSHIP 00002,961
GRAND TRAVERSE COUNTY LONG LAKE TOWNSHIP 00001,792
GRAND TRAVERSE COUNTY LONG LAKE TOWNSHIP 00002,734
GRAND TRAVERSE COUNTY LONG LAKE TOWNSHIP 00003,877
GRAND TRAVERSE COUNTY MAYFIELD TOWNSHIP 00001,405
GRAND TRAVERSE COUNTY PARADISE TOWNSHIP 00001,612
GRAND TRAVERSE COUNTY PARADISE TOWNSHIP 00002,519
GRAND TRAVERSE COUNTY PENINSULA TOWNSHIP 00001,821
GRAND TRAVERSE COUNTY PENINSULA TOWNSHIP 00002,829
GRAND TRAVERSE COUNTY TRAVERSE CITY CITY 00001,654
GRAND TRAVERSE COUNTY TRAVERSE CITY CITY 00003,603
GRAND TRAVERSE COUNTY TRAVERSE CITY CITY 00007,658
GRAND TRAVERSE COUNTY TRAVERSE CITY CITY 00008,616
GRAND TRAVERSE COUNTY TRAVERSE CITY CITY 00009,587
GRAND TRAVERSE COUNTY TRAVERSE CITY CITY 00010,681
GRAND TRAVERSE COUNTY UNION TOWNSHIP 00001,111
GRAND TRAVERSE COUNTY WHITEWATER TOWNSHIP 00001,675
GRATIOT COUNTY ALMA CITY 00001,448
GRATIOT COUNTY ALMA CITY 00002,642
GRATIOT COUNTY ALMA CITY 00003,656
GRATIOT COUNTY ARCADA TOWNSHIP 00001,408
GRATIOT COUNTY BETHANY TOWNSHIP 00001,312
GRATIOT COUNTY ELBA TOWNSHIP 00001,265
GRATIOT COUNTY EMERSON TOWNSHIP 00001,203
GRATIOT COUNTY FULTON TOWNSHIP 00001,557
GRATIOT COUNTY HAMILTON TOWNSHIP 00001,100
GRATIOT COUNTY ITHACA CITY 00001,621
GRATIOT COUNTY LAFAYETTE TOWNSHIP 00001,129
GRATIOT COUNTY NEWARK TOWNSHIP 00001,199
GRATIOT COUNTY NEW HAVEN TOWNSHIP 00001,205
GRATIOT COUNTY NORTH SHADE TOWNSHIP 00001,106
GRATIOT COUNTY NORTH STAR TOWNSHIP 00001,190
GRATIOT COUNTY PINE RIVER TOWNSHIP 00001,551
GRATIOT COUNTY ST LOUIS CITY 00001,786
GRATIOT COUNTY SEVILLE TOWNSHIP 00001,491
GRATIOT COUNTY SUMNER TOWNSHIP 00001,407
GRATIOT COUNTY WASHINGTON TOWNSHIP 00001,192
GRATIOT COUNTY WHEELER TOWNSHIP 00001,555
HILLSDALE COUNTY ADAMS TOWNSHIP 00001,563
HILLSDALE COUNTY ALLEN TOWNSHIP 00001,417
HILLSDALE COUNTY AMBOY TOWNSHIP 00001,303
HILLSDALE COUNTY CAMBRIA TOWNSHIP 00001,581
HILLSDALE COUNTY CAMDEN TOWNSHIP 00001,428
HILLSDALE COUNTY FAYETTE TOWNSHIP 00001,261
HILLSDALE COUNTY HILLSDALE CITY 01001,319
HILLSDALE COUNTY HILLSDALE CITY 02002,306
HILLSDALE COUNTY HILLSDALE CITY 03003,467
HILLSDALE COUNTY HILLSDALE CITY 04004,466
HILLSDALE COUNTY HILLSDALE TOWNSHIP 00001,487
HILLSDALE COUNTY JEFFERSON TOWNSHIP 00001,753
HILLSDALE COUNTY JONESVILLE CITY 00001,487
HILLSDALE COUNTY LITCHFIELD CITY 00001,277
HILLSDALE COUNTY LITCHFIELD TOWNSHIP 00001,245
HILLSDALE COUNTY MOSCOW TOWNSHIP 00001,325
HILLSDALE COUNTY PITTSFORD TOWNSHIP 00001,338
HILLSDALE COUNTY RANSOM TOWNSHIP 00001,176
HILLSDALE COUNTY READING CITY 00001,252
HILLSDALE COUNTY READING TOWNSHIP 00001,442
HILLSDALE COUNTY SCIPIO TOWNSHIP 00001,434
HILLSDALE COUNTY SOMERSET TOWNSHIP 00001,563
HILLSDALE COUNTY SOMERSET TOWNSHIP 00002,576
HILLSDALE COUNTY WHEATLAND TOWNSHIP 00001,296
HILLSDALE COUNTY WOODBRIDGE TOWNSHIP 00001,209
HILLSDALE COUNTY WRIGHT TOWNSHIP 00001,347
HOUGHTON COUNTY ADAMS TOWNSHIP 00001,556
HOUGHTON COUNTY CALUMET TOWNSHIP 00001,466
HOUGHTON COUNTY CALUMET TOWNSHIP 00002,375
HOUGHTON COUNTY CALUMET TOWNSHIP 00005,161
HOUGHTON COUNTY CALUMET TOWNSHIP 00009,449
HOUGHTON COUNTY CHASSELL TOWNSHIP 00001,449
HOUGHTON COUNTY DUNCAN TOWNSHIP 00001,32
HOUGHTON COUNTY DUNCAN TOWNSHIP 00002,30
HOUGHTON COUNTY ELM RIVER TOWNSHIP 00001,58
HOUGHTON COUNTY FRANKLIN TOWNSHIP 00001,210
HOUGHTON COUNTY FRANKLIN TOWNSHIP 00002,95
HOUGHTON COUNTY HANCOCK CITY 00001,289
HOUGHTON COUNTY HANCOCK CITY 00002,374
HOUGHTON COUNTY HANCOCK CITY 00003,325
HOUGHTON COUNTY HANCOCK TOWNSHIP 00001,108
HOUGHTON COUNTY HOUGHTON CITY 00001,337
HOUGHTON COUNTY HOUGHTON CITY 00002,447
HOUGHTON COUNTY LAIRD TOWNSHIP 00001,122
HOUGHTON COUNTY OSCEOLA TOWNSHIP 00001,111
HOUGHTON COUNTY OSCEOLA TOWNSHIP 00002,207
HOUGHTON COUNTY OSCEOLA TOWNSHIP 00004,99
